Aplicativo,Tipo de Falha,Critério WCAG,Nível,Número de Ocorrências,Percentual (%)
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,8,18.18
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,5,11.36
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,3,6.82
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,12,27.27
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,12,27.27
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,3,6.82
MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,1,2.27
Materialious,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,72,34.62
Materialious,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,8,3.85
Materialious,Duplicate Text,3.2.4 Consistent Identification,AA,5,2.4
Materialious,Resize Text - insufficient increase,1.4.4 Resize Text,AA,46,22.12
Materialious,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,10,4.81
Materialious,Missing Accessible Name,"4.1.2 Name, Role, Value",A,1,0.48
Materialious,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,66,31.73
menza,Resize Text - insufficient increase,1.4.4 Resize Text,AA,40,40.4
menza,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,40,40.4
menza,Contrast Failure,1.4.3 Contrast (Minimum),AA,7,7.07
menza,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,3,3.03
menza,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,1.01
menza,Duplicate Text,3.2.4 Consistent Identification,AA,1,1.01
menza,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,3.03
menza,Error Message Detected,3.3.1 Error Identification,A,2,2.02
menza,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,2,2.02
Meshenger,Missing Accessible Name,"4.1.2 Name, Role, Value",A,9,12.16
Meshenger,Resize Text - insufficient increase,1.4.4 Resize Text,AA,22,29.73
Meshenger,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,22,29.73
Meshenger,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,9,12.16
Meshenger,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,7,9.46
Meshenger,Missing Content Description,1.1.1 Non-text Content,A,3,4.05
Meshenger,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,2.7
meshtastic,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,14.29
meshtastic,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,4.76
meshtastic,Resize Text - insufficient increase,1.4.4 Resize Text,AA,10,23.81
meshtastic,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,10,23.81
meshtastic,Contrast Failure,1.4.3 Contrast (Minimum),AA,2,4.76
meshtastic,Missing Content Description,1.1.1 Non-text Content,A,1,2.38
meshtastic,Error Message Detected,3.3.1 Error Identification,A,1,2.38
meshtastic,Missing Label or Instruction,3.3.2 Labels or Instructions,A,1,2.38
meshtastic,Missing Accessible Name,"4.1.2 Name, Role, Value",A,1,2.38
meshtastic,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,8,19.05
